Date,Open,High,Low,Close,Adj Close,Volume
2023-07-31,196.92999267578125,198.75,196.9199981689453,198.7100067138672,196.01296997070312,24203900
2023-08-01,197.42999267578125,197.94000244140625,195.77999877929688,197.8000030517578,195.1153106689453,27444300
2023-08-02,195.58999633789062,196.08999633789062,194.08999633789062,195.11000061035156,192.46180725097656,28079700
2023-08-03,194.3000030517578,195.63999938964844,193.05999755859375,194.55999755859375,191.91929626464844,24279300
2023-08-04,194.82000732421875,196.30999755859375,193.7100067138672,194.1699981689453,191.53457641601562,24937100
2023-08-07,194.66000366210938,195.05999755859375,192.67999267578125,194.3000030517578,191.66281127929688,20185000
2023-08-08,192.13999938964844,193.2899932861328,190.52000427246094,193.0800018310547,190.45938110351562,25578200
2023-08-09,192.8699951171875,192.8800048828125,190.75,191.57000732421875,188.96987915039062,22293200
2023-08-10,192.24000549316406,194.1199951171875,189.88999938964844,190.72000122070312,188.13140869140625,29378800
2023-08-11,189.9199981689453,191.69000244140625,189.74000549316406,190.99000549316406,188.3977508544922,21789000
2023-08-14,189.94000244140625,190.6999969482422,188.63999938964844,190.66000366210938,188.07225036621094,20354900
2023-08-15,189.52000427246094,189.63999938964844,188.0399932861328,188.13999938964844,185.58641052246094,25491300
2023-08-16,187.99000549316406,189.05999755859375,185.80999755859375,185.83999633789062,183.317626953125,27018400
2023-08-17,186.33999633789062,186.74000549316406,183.6300048828125,183.64999389648438,181.15736389160156,26715100
2023-08-18,182.2100067138672,185.25,181.94000244140625,184.64999389648438,182.143798828125,33349400
2023-08-21,184.6999969482422,185.27999877929688,183.07000732421875,184.3800048828125,181.87745666503906,22678100
2023-08-22,185.0399932861328,185.5500030517578,183.22000122070312,183.8300018310547,181.33493041992188,21335800
2023-08-23,184.0,186.11000061035156,183.42999267578125,185.7899932861328,183.268310546875,21231100
2023-08-24,185.25,186.33999633789062,183.1999969482422,183.22000122070312,180.7332000732422,26582300
2023-08-25,184.05999755859375,185.0,181.61000061035156,184.0,181.50262451171875,29340400
2023-08-28,184.83999633789062,186.75,184.82000732421875,185.63999938964844,183.120361328125,23002000
2023-08-29,185.5399932861328,188.3699951171875,184.57000732421875,188.22999572753906,185.6752166748047,22986000
